,screen_name,date,text,compound,negative,neutral,positive
0,CNN,Sat Feb 03 01:41:06 +0000 2018,"There are more than 54,000 bridges in the United States that need to be repaired or replaced, according to a report… https://t.co/JT2Ubc3oWI",0.4215,0.0,0.877,0.123
1,CNN,Sat Feb 03 01:31:08 +0000 2018,Minneapolis is trying to make sure the homeless stay warm during Super Bowl weekend https://t.co/8eZ6pfMvHl https://t.co/7pRAq9qQoJ,0.7964,0.0,0.616,0.384
2,CNN,Sat Feb 03 01:21:06 +0000 2018,Amazon stock climbed nearly 3% on what proved to be the worst day for the Dow since June 2016… https://t.co/mHFAIeS9sa,-0.5267,0.172,0.756,0.071
3,CNN,Sat Feb 03 01:11:08 +0000 2018,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb,0.4576,0.0,0.824,0.176
4,CNN,Sat Feb 03 01:01:04 +0000 2018,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD,0.5859,0.144,0.593,0.263
5,CNN,Sat Feb 03 00:51:04 +0000 2018,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8,0.25,0.0,0.833,0.167
6,CNN,Sat Feb 03 00:45:17 +0000 2018,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh,0.4215,0.0,0.877,0.123
7,CNN,Sat Feb 03 00:34:06 +0000 2018,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd",0.7506,0.0,0.758,0.242
8,CNN,Sat Feb 03 00:30:00 +0000 2018,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT",0.0,0.0,1.0,0.0
9,CNN,Sat Feb 03 00:13:58 +0000 2018,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG",0.25,0.117,0.676,0.207
10,CNN,Sat Feb 03 00:04:03 +0000 2018,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox",0.0,0.0,1.0,0.0
11,CNN,Fri Feb 02 23:51:01 +0000 2018,A cell phone radiation study finds more questions than answers https://t.co/klNKxr3T1q https://t.co/O9xglO1JfN,0.0,0.0,1.0,0.0
12,CNN,Fri Feb 02 23:41:07 +0000 2018,Planning to attend the Super Bowl? Tickets prices on StubHub are up 31% over last year -- the cheapest ones left co… https://t.co/j0KG5a2Icw,0.5994,0.0,0.849,0.151
13,CNN,Fri Feb 02 23:41:07 +0000 2018,Mike Pence's home state can now require Medicaid recipients to work https://t.co/ovHGvlIdaU https://t.co/7wtvn946OQ,0.0,0.0,1.0,0.0
14,CNN,Fri Feb 02 23:36:03 +0000 2018,How to talk about the 2018 Super Bowl if you don't know what to talk about https://t.co/GXeOlora8A https://t.co/2Ybu063hHn,0.5994,0.0,0.813,0.187
15,CNN,Fri Feb 02 23:29:41 +0000 2018,"The Dow dropped 666 points, capping the worst week in two years. Here's a look at what's going on.

1. Concerns the… https://t.co/tkdcHFowmo",-0.6249,0.163,0.837,0.0
16,CNN,Fri Feb 02 23:20:43 +0000 2018,Key points from the Nunes memo appeared to have been released to news outlets friendly to the White House before be… https://t.co/F80ucWnzpS,0.4939,0.0,0.868,0.132
17,CNN,Fri Feb 02 23:14:12 +0000 2018,"Former CIA counterterrorism official Phil Mudd: The FBI people ""are ticked"" and they'll be saying of Trump, “You’ve… https://t.co/wZ5KaXSGdt",-0.4215,0.135,0.865,0.0
18,CNN,Fri Feb 02 23:11:04 +0000 2018,"President Trump threatens to cut off aid to countries that don't stop drugs coming into the United States, saying ""… https://t.co/IyGF4v6yY6",-0.0031,0.178,0.644,0.178
19,CNN,Fri Feb 02 23:06:04 +0000 2018,FBI Director Christopher Wray addressed FBI employees in an internal video and said he knows it's a tough time and… https://t.co/OKym0P1UzD,-0.128,0.073,0.927,0.0
20,CNN,Sat Feb 03 01:41:06 +0000 2018,"There are more than 54,000 bridges in the United States that need to be repaired or replaced, according to a report… https://t.co/JT2Ubc3oWI",0.4215,0.0,0.877,0.123
21,CNN,Sat Feb 03 01:31:08 +0000 2018,Minneapolis is trying to make sure the homeless stay warm during Super Bowl weekend https://t.co/8eZ6pfMvHl https://t.co/7pRAq9qQoJ,0.7964,0.0,0.616,0.384
22,CNN,Sat Feb 03 01:21:06 +0000 2018,Amazon stock climbed nearly 3% on what proved to be the worst day for the Dow since June 2016… https://t.co/mHFAIeS9sa,-0.5267,0.172,0.756,0.071
23,CNN,Sat Feb 03 01:11:08 +0000 2018,The most interesting part of the Nunes memo? Trump's reaction | Analysis by @CillizzaCNN https://t.co/6KtS7YS3ZH https://t.co/eb8MThp3yb,0.4576,0.0,0.824,0.176
24,CNN,Sat Feb 03 01:01:04 +0000 2018,Republicans convening for their national party meeting in Washington struck notes of cautious optimism about the mi… https://t.co/nRp0MlIzAD,0.5859,0.144,0.593,0.263
25,CNN,Sat Feb 03 00:51:04 +0000 2018,The Office of Government Ethics unofficially OKs an outside legal defense fund for White House staffers… https://t.co/qYEycKQZM8,0.25,0.0,0.833,0.167
26,CNN,Sat Feb 03 00:45:17 +0000 2018,An EMT saved this man's life when he was a baby. He was reunited with that man at his EMT graduation.… https://t.co/3FGY1vNblh,0.4215,0.0,0.877,0.123
27,CNN,Sat Feb 03 00:34:06 +0000 2018,"Heading into Sunday's Super Bowl, there isn't much Patriots and Eagles fans can agree on -- except when it comes to… https://t.co/esWJ7rpgZd",0.7506,0.0,0.758,0.242
28,CNN,Sat Feb 03 00:30:00 +0000 2018,"Thousands of stone tools dating back as far as 385,000 years, uncovered in India, suggest humans might have migrate… https://t.co/BF9LDHTafT",0.0,0.0,1.0,0.0
29,CNN,Sat Feb 03 00:13:58 +0000 2018,"The Federal Reserve said it will restrict Wells Fargo's growth in light of ""widespread consumer abuses,"" including… https://t.co/vrtDTdoqIG",0.25,0.117,0.676,0.207
30,CNN,Sat Feb 03 00:04:03 +0000 2018,"Republican Rep. Hurd, former CIA officer: ”I also don't believe there's anything in this Republican memo that's exp… https://t.co/P09yQu17Ox",0.0,0.0,1.0,0.0
31,CNN,Fri Feb 02 23:51:01 +0000 2018,A cell phone radiation study finds more questions than answers https://t.co/klNKxr3T1q https://t.co/O9xglO1JfN,0.0,0.0,1.0,0.0
32,CNN,Fri Feb 02 23:41:07 +0000 2018,Planning to attend the Super Bowl? Tickets prices on StubHub are up 31% over last year -- the cheapest ones left co… https://t.co/j0KG5a2Icw,0.5994,0.0,0.849,0.151
33,CNN,Fri Feb 02 23:41:07 +0000 2018,Mike Pence's home state can now require Medicaid recipients to work https://t.co/ovHGvlIdaU https://t.co/7wtvn946OQ,0.0,0.0,1.0,0.0
34,CNN,Fri Feb 02 23:36:03 +0000 2018,How to talk about the 2018 Super Bowl if you don't know what to talk about https://t.co/GXeOlora8A https://t.co/2Ybu063hHn,0.5994,0.0,0.813,0.187
35,CNN,Fri Feb 02 23:29:41 +0000 2018,"The Dow dropped 666 points, capping the worst week in two years. Here's a look at what's going on.

1. Concerns the… https://t.co/tkdcHFowmo",-0.6249,0.163,0.837,0.0
36,CNN,Fri Feb 02 23:20:43 +0000 2018,Key points from the Nunes memo appeared to have been released to news outlets friendly to the White House before be… https://t.co/F80ucWnzpS,0.4939,0.0,0.868,0.132
37,CNN,Fri Feb 02 23:14:12 +0000 2018,"Former CIA counterterrorism official Phil Mudd: The FBI people ""are ticked"" and they'll be saying of Trump, “You’ve… https://t.co/wZ5KaXSGdt",-0.4215,0.135,0.865,0.0
38,CNN,Fri Feb 02 23:11:04 +0000 2018,"President Trump threatens to cut off aid to countries that don't stop drugs coming into the United States, saying ""… https://t.co/IyGF4v6yY6",-0.0031,0.178,0.644,0.178
39,CNN,Fri Feb 02 23:06:04 +0000 2018,FBI Director Christopher Wray addressed FBI employees in an internal video and said he knows it's a tough time and… https://t.co/OKym0P1UzD,-0.128,0.073,0.927,0.0
40,CNN,Fri Feb 02 22:54:16 +0000 2018,"RT @CNNSitRoom: Democratic Rep. Adam Schiff says if the Intelligence Committee ""was seriously interested in oversight,"" they would have bro…",0.6249,0.069,0.694,0.237
41,CNN,Fri Feb 02 22:52:41 +0000 2018,"Rep. Adam Schiff: If President Trump fires Rod Rosenstein or Robert Mueller, ""to me that would be a very definite p… https://t.co/9DLA02VhQq",0.3384,0.0,0.893,0.107
42,CNN,Fri Feb 02 22:50:42 +0000 2018,Rep. Adam Schiff says the Nunes memo “cherry-picks” information and is “deeply misleading and factually inaccurate”… https://t.co/tz5PdLHcOU,-0.4019,0.144,0.856,0.0
43,CNN,Fri Feb 02 22:47:06 +0000 2018,RT @CNNPolitics: Schiff on the release of the GOP-Nunes memo: “This is a horrible abuse of our committee process and an abuse of classified…,-0.9169,0.373,0.627,0.0
44,CNN,Fri Feb 02 22:38:45 +0000 2018,"CNN legal analyst Jeffrey Toobin on the Nunes memo: ""It is an embarrassment to the United States Congress. It is pa… https://t.co/pYYR7Kn3B4",0.1027,0.111,0.725,0.164
45,CNN,Fri Feb 02 22:27:04 +0000 2018,It was the second most criminal act of the 1970s -- and it was done by a bunch of wannabe radicals. Listen here to… https://t.co/7r5ms4xr1p,-0.5709,0.138,0.862,0.0
46,CNN,Fri Feb 02 22:26:51 +0000 2018,"Rep. Swalwell on Nunes memo: If they were willing to be so reckless with classified information, why didn't they re… https://t.co/n8di4e70kh",-0.541,0.149,0.851,0.0
47,CNN,Fri Feb 02 22:26:09 +0000 2018,YouTube will now add a label to videos that come from state-funded media outlets https://t.co/IZv7zoneYd https://t.co/hgelkQhnmv,0.0,0.0,1.0,0.0
48,CNN,Fri Feb 02 22:22:30 +0000 2018,"RT @TheLeadCNN: Democratic Rep. Swalwell states that his party's memo ""rebuts point-by-point the falsities [Republicans] put forward. But i…",0.0,0.0,1.0,0.0
49,CNN,Fri Feb 02 22:21:03 +0000 2018,What the Nunes memo actually proves (Not much) | Analysis by @CillizzaCNN https://t.co/DF9cBsWauh https://t.co/3ZBMPhXazm,0.0,0.0,1.0,0.0
50,CNN,Fri Feb 02 22:16:09 +0000 2018,The nasty flu season is costing businesses billions https://t.co/aUljZQDSGV https://t.co/pDAS9fmBJB,-0.7351,0.437,0.563,0.0
51,CNN,Fri Feb 02 22:10:08 +0000 2018,"Apple's stock fell more than 4%, pushing into correction territory. The company released strong earnings results on… https://t.co/87bgr7c871",0.5106,0.0,0.837,0.163
52,CNN,Fri Feb 02 22:00:48 +0000 2018,Arizona Senate candidate Joe Arpaio says he was unaware that he granted an interview to an anti-Semitic publication… https://t.co/1FV3sGjS4m,0.0516,0.087,0.817,0.096
53,CNN,Fri Feb 02 21:56:48 +0000 2018,"President Trump tells RNC members he'll campaign for Dean Heller in Nevada, and says he'll visit other states https://t.co/LV9r4KP6Sw",0.0,0.0,1.0,0.0
54,CNN,Fri Feb 02 21:42:18 +0000 2018,"""I think this is an absolute disgrace. I think this is a dark day in American history."" Jeffrey Toobin says the Nun… https://t.co/BVMySdDBva",-0.4939,0.138,0.862,0.0
55,CNN,Fri Feb 02 21:39:31 +0000 2018,"RT @CNNnewsroom: ""What we are seeing here is a demagogic, authoritarian president who is using this red herring to contend that there is a…",0.0516,0.0,0.948,0.052
56,CNN,Fri Feb 02 21:38:47 +0000 2018,"""I think it's disgusting, I think it's pathetic. ... This is a fabricated, manufactured, hack partisan sideshow cir… https://t.co/GHxITxlMeT",-0.7964,0.321,0.679,0.0
57,CNN,Fri Feb 02 21:32:09 +0000 2018,The Labor Department reported the biggest hourly pay increase in eight years in Friday's jobs report. The data show… https://t.co/G4pE9Je3Pe,0.2263,0.065,0.829,0.106
58,CNN,Fri Feb 02 21:23:30 +0000 2018,"RT @TheLeadCNN: Top Dems warn Trump if he uses memo to fire Rosenstein, DOJ leadership, or Robert Mueller, it could result ""in a constituti…",-0.25,0.148,0.781,0.07
59,CNN,Fri Feb 02 21:16:26 +0000 2018,"The Dow closed down 666 points, or 2.5%, its biggest percentage decline since the Brexit turmoil in June 2016 and s… https://t.co/A5FBterhaa",-0.3612,0.106,0.894,0.0
60,CNN,Fri Feb 02 21:14:07 +0000 2018,"The Karolyi Ranch produced champions and a culture of fear, former gymnasts say https://t.co/8VdXaOF7xk https://t.co/ooupdV8HNP",0.0516,0.172,0.645,0.183
61,CNN,Fri Feb 02 21:01:10 +0000 2018,The Arizona House of Representatives voted nearly unanimously to oust Republican Rep. Don Shooter after a report fo… https://t.co/l31rJyKENO,0.0,0.0,1.0,0.0
62,CNN,Fri Feb 02 20:53:56 +0000 2018,"President Trump's pick to be US ambassador to Singapore, KT McFarland, has asked the President to withdraw her nomi… https://t.co/sjxd4E6QVF",0.0,0.0,1.0,0.0
63,CNN,Fri Feb 02 20:41:56 +0000 2018,"The US says Russia is ""developing"" an undersea nuclear-armed torpedo https://t.co/eL39Q837TK",0.0,0.0,1.0,0.0
64,CNN,Fri Feb 02 20:29:49 +0000 2018,"When Randall Margraves lunged toward disgraced doctor Larry Nassar in a courtroom, many social media users responde… https://t.co/kaaLjMpnq6",-0.4588,0.158,0.842,0.0
65,CNN,Fri Feb 02 20:22:38 +0000 2018,40 million people are living in modern slavery. We want to know what freedom means to you. Share your photos and vi… https://t.co/NqmDUBHDEf,0.2263,0.152,0.603,0.244
66,CNN,Fri Feb 02 20:07:49 +0000 2018,"The stock market is having its worst week in two years, with the Dow dropping more than 600 points today… https://t.co/i89Ramt8IS",-0.6249,0.17,0.83,0.0
67,CNN,Fri Feb 02 20:04:53 +0000 2018,The black unemployment rate is no longer at the record low that President Trump touted after jumping nearly a perce… https://t.co/JTPnifPHuN,-0.7506,0.344,0.656,0.0
68,CNN,Fri Feb 02 19:56:27 +0000 2018,"""That's it?"" Former FBI Director James Comey skewers a Republican memo alleging that the FBI abused its surveillanc… https://t.co/VhX2Mm6GDw",-0.5106,0.163,0.837,0.0
69,CNN,Fri Feb 02 19:52:58 +0000 2018,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/zaHozBCSgk https://t.co/Zz8XHzCO0k,0.0,0.0,1.0,0.0
70,CNN,Fri Feb 02 19:36:01 +0000 2018,"President Trump refused to say whether he would dismiss Deputy Attorney General Rod Rosenstein, the top DOJ officia… https://t.co/6lqxhkuoSR",-0.1027,0.105,0.81,0.086
71,CNN,Fri Feb 02 19:31:35 +0000 2018,"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/UqvdKtVdZZ",-0.3182,0.095,0.905,0.0
72,CNN,Fri Feb 02 19:18:40 +0000 2018,A mass grave discovered in England may belong to the Viking Great Army https://t.co/4PSdWdYDrE,0.3612,0.147,0.621,0.232
73,CNN,Fri Feb 02 19:16:46 +0000 2018,Prostate cancer now kills more in the United Kingdom than breast cancer https://t.co/qzwpZyr8CJ,-0.8817,0.505,0.369,0.126
74,CNN,Fri Feb 02 19:01:54 +0000 2018,"Polar bears could face extinction faster than thought, study says https://t.co/fj6Opzvvw8 https://t.co/QyFOb0LcFj",0.0,0.0,1.0,0.0
75,CNN,Fri Feb 02 19:01:23 +0000 2018,RT @CNNPolitics: Former FBI Director Comey tweets in response to the release of the GOP-Nunes memo: “That’s it?” https://t.co/fYlCwTvczb ht…,0.0,0.0,1.0,0.0
76,CNN,Fri Feb 02 18:40:16 +0000 2018,The 33 most over-the-top Anthony Scaramucci quotes to Vanity Fair | Analysis by Chris Cillizza… https://t.co/gPL8bZkvsO,0.1027,0.11,0.756,0.134
77,CNN,Fri Feb 02 18:28:03 +0000 2018,"Democratic lawmakers are fuming after the release of the disputed GOP intelligence memo, calling it ""dangerous""… https://t.co/Toxjv2w5Qg",-0.4588,0.263,0.603,0.134
78,CNN,Fri Feb 02 18:15:07 +0000 2018,Iced tea company kills plan to buy bitcoin mining rigs https://t.co/7kIQya04yC,-0.5423,0.259,0.741,0.0
79,CNN,Fri Feb 02 18:01:28 +0000 2018,"House Intelligence Chairman Devin Nunes issues statement on release of his controversial memo: ""The Committee has d… https://t.co/DGDPWoZeMo",0.3182,0.086,0.766,0.148
80,CNN,Fri Feb 02 17:49:19 +0000 2018,JUST IN: Read the highly controversial Republican memo alleging FBI abuses https://t.co/IgTANrS0BR,-0.6901,0.363,0.637,0.0
81,CNN,Fri Feb 02 17:34:22 +0000 2018,RT @CNNPolitics: The disputed GOP-Nunes intelligence memo has been released https://t.co/2lfCtvinda https://t.co/COpYwRIWUY,0.1779,0.155,0.645,0.2
82,CNN,Fri Feb 02 17:13:34 +0000 2018,"RT @CNNPolitics: President Trump implies the Nunes memo exposes bias in the FBI: ""I think it's a disgrace ... a lot of people should be ash…",-0.6249,0.225,0.775,0.0
83,CNN,Fri Feb 02 17:04:03 +0000 2018,"Father of three daughters who were all assaulted by Larry Nassar tries to tackle the disgraced doctor in court, aft… https://t.co/8t2t0T15Ck",-0.7506,0.252,0.748,0.0
84,CNN,Fri Feb 02 16:55:04 +0000 2018,"BREAKING: President Trump has authorized the release of a controversial Republican memo, and has sent word to the H… https://t.co/KC22jPsug3",-0.2023,0.091,0.909,0.0
85,CNN,Fri Feb 02 16:44:14 +0000 2018,Rotten Tomatoes condemns plan to flood 'Black Panther' with negative reviews https://t.co/kkdDmAypBZ https://t.co/gqpT9H5AEk,-0.8834,0.507,0.493,0.0
86,CNN,Fri Feb 02 16:32:31 +0000 2018,"16 more children have died from the flu, bringing the total number of pediatric flu-related deaths to 53 for the se… https://t.co/L7GHB8zxrD",-0.7322,0.242,0.71,0.049
87,CNN,Fri Feb 02 16:21:02 +0000 2018,Amazon's idea for employee-tracking wearables raises concerns https://t.co/BJHHU22EP4 https://t.co/8iQAz7ltGp,0.0,0.0,1.0,0.0
88,CNN,Fri Feb 02 15:55:03 +0000 2018,Former first lady Michelle Obama is poised to make her first major speech since leaving office today https://t.co/wdwKC5zRW8,0.25,0.0,0.895,0.105
89,CNN,Fri Feb 02 15:45:13 +0000 2018,Secretary of Defense James Mattis warns the Syrian regime against the use of chemical weapons… https://t.co/PoQkIE95Yc,0.0258,0.083,0.828,0.089
90,CNN,Fri Feb 02 15:34:09 +0000 2018,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/OM77wOHNY2 https://t.co/6LXZjN2i0A,0.0,0.0,1.0,0.0
91,CNN,Fri Feb 02 15:22:40 +0000 2018,Punxsutawney Phil saw his shadow this morning -- welcome to six more weeks of winter https://t.co/9oSp0rhizm https://t.co/PwgzpYaMuK,0.4588,0.0,0.842,0.158
92,CNN,Fri Feb 02 15:11:24 +0000 2018,Why a high school that's just 5% black is raising the Black Lives Matter flag https://t.co/PUuxH963S6 https://t.co/S8uB7iwpTn,0.0258,0.0,0.932,0.068
93,CNN,Fri Feb 02 15:02:38 +0000 2018,The tax cut is a $6 billion gift to Exxon https://t.co/02J48z2JwN,0.2023,0.162,0.615,0.223
94,CNN,Fri Feb 02 14:25:35 +0000 2018,JUST IN: Father of three daughters who were all assaulted by Larry Nassar tries to tackle the disgraced doctor in c… https://t.co/NZyAkdIOyx,-0.7506,0.242,0.758,0.0
95,CNN,Fri Feb 02 14:06:40 +0000 2018,At least 90 migrants are believed to have died after their boat sank off the coast of Libya https://t.co/MHCT8E6LJm,-0.5574,0.167,0.833,0.0
96,CNN,Fri Feb 02 13:51:13 +0000 2018,Iranian police have arrested 29 people for their involvement in protests against the country's compulsory headscarf… https://t.co/bgwKitQqAF,-0.6124,0.25,0.75,0.0
97,CNN,Fri Feb 02 13:37:17 +0000 2018,Man sentenced to life for attack near London's Finsbury Park Mosque https://t.co/h77zdFmvGM,-0.4939,0.296,0.704,0.0
98,CNN,Fri Feb 02 13:23:35 +0000 2018,"The onset of Alzheimer's can come as early as 30 years before the patient experiences any symptoms, so tests for ea… https://t.co/L8dp3Zh5mP",0.0,0.0,1.0,0.0
99,CNN,Fri Feb 02 13:08:49 +0000 2018,"Former Director of National Intelligence James Clapper calls Republicans' push to release Nunes memo a ""blatant pol… https://t.co/Cxgqq2ajNq",0.4767,0.0,0.838,0.162
